id,description,address,phone,schedule,thumbnails,thumb,lat,lon,hints,cat,barrierfree_1,barrierfree_2,barrierfree_3,barrierfree_4,barrierfree_5,barrierfree_6,barrierfree_7,barrierfree_8,barrierfree_9,barrierfree_10,barrierfree_11,barrierfree_12,barrierfree_13,barrierfree_14,barrierfree_15,barrierfree_16,경사,경사_scale,승강기,화장실,주차장,테이블,total,접근성,title
948,"- 녹산로 유채꽃 도로 : 제주시 조천읍 교래리 산 11-28 (33.432987,126.724831) ~ 서귀포시 표선면 가시리 2519-7 (33.361482,126.766089) 
- 더 많은 유채꽃과 풍차의 조화를 조랑말체험공원 근처에서 볼 수 있다. 
- 장애인 주차장은 없으나 주차공간 넓습니다. 
- 녹산로 유채꽃 도로의 주행중인 차량 주의해야합니다.
- 보행로는 적정하나 바닥이 포장되어 있지 않아 휠체어 이동시 도움 필요합니다.",제주특별자치도 서귀포시 표선면 녹산로 381-15 가시리조랑말체험공원 (제주시 조천읍 교래리 15-3 ~ 가시리 사거리),제한없음,무료,"https://easyjeju.net/data/cheditor4/2005/20200522164455_nkeqlyge.jpg,https://easyjeju.net/data/cheditor4/2005/20200522164520_byzebcqb.jpg,https://easyjeju.net/data/cheditor4/2005/20200522164658_wvsgnolz.jpg,https://easyjeju.net/data/cheditor4/2005/20200522164714_rnaybmdw.jpg,https://easyjeju.net/data/cheditor4/2005/20200522165034_wnalsxsl.jpg,https://easyjeju.net/data/cheditor4/2005/20200522165044_gwbbfhbh.jpg,https://easyjeju.net/data/cheditor4/2005/20200522165119_yxfpyxsi.jpg,https://easyjeju.net/data/cheditor4/2005/20200522165157_ypzirgng.jpg,https://easyjeju.net/data/cheditor4/2005/20200522165207_dxnffaqq.jpg,https://easyjeju.net/data/cheditor4/2005/20200522165225_wzxndifd.jpg,https://easyjeju.net/data/cheditor4/2005/20200522165255_vfqqaqqr.jpg,https://easyjeju.net/data/cheditor4/2005/20200522170514_amwihzzv.jpg",https://easyjeju.net/data/cheditor4/2005/20200522164455_nkeqlyge.jpg,33.38309593,126.7362847,"도움필요 (하),경사로 (하),주차장",tour,도움필요 (하),경사로 (하),주차장,,,,,,,,,,,,,,2,0.666667,0,0,0,0,0.666667,중,녹산로
947,"- 20.06.05 조사된 접근성 정보입니다.
- 외부 관람로 경사(약 2도~ 4도)있습니다.
- 화장실은 귀덕 1리 사무소나 경로당 이용 가능합니다.
- 경로당에 장애인 화장실 있습니다.
- 경로당 장애인 화장실 출입문 유효폭(약 76cm), 내부 면적 275xmX142cm 입니다.
- 귀덕1리사무소 주출입구 경사로(약 2도~4도)있습니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 한림읍 귀덕로 97-2,제한없음,무료,"https://easyjeju.net/data/cheditor4/2005/20200525092647_eawmrgof.jpg,https://easyjeju.net/data/cheditor4/2005/20200525092810_ovazxmdu.jpg,https://easyjeju.net/data/cheditor4/2005/20200525092817_voyltsya.jpg,https://easyjeju.net/data/cheditor4/2005/20200525092834_iavdobvy.jpg,https://easyjeju.net/data/cheditor4/2005/20200525092846_oytixadg.jpg,https://easyjeju.net/data/cheditor4/2005/20200525092859_cxbcomoz.jpg,https://easyjeju.net/data/cheditor4/2005/20200525092906_pbpchuxv.jpg,https://easyjeju.net/data/cheditor4/2005/20200525092916_aiwhhwbu.jpg,https://easyjeju.net/data/cheditor4/2005/20200525092924_dusdouut.jpg,https://easyjeju.net/data/cheditor4/2005/20200525092931_qufstuzk.jpg",https://easyjeju.net/data/cheditor4/2005/20200525092647_eawmrgof.jpg,33.43606498,126.2980486,"단독접근가능,장애인 화장실",tour,단독접근가능,장애인 화장실,,,,,,,,,,,,,,,3,1,0,1,0,0,2,중,영등할망 밭담길
946,"- 20년도 조사된 접근성 정보입니다.
- 일부 구간 경사(약 12~25도)있습니다.
- 이동경로 장애물(하수구)있습니다.
- 화장실 출입문 우효폭 87cm, 장애인 화장실 내부공간 182cmX140cm 입니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 한림읍 한수풀로4길 10 한림민속오일장,064-796-8810,"매월 4, 9일(4,,9,14,19,24,29)","https://easyjeju.net/data/cheditor4/2005/20200525093150_wpldcuoo.jpg,https://easyjeju.net/data/cheditor4/2005/20200525093153_uxmrixkc.jpg,https://easyjeju.net/data/cheditor4/2005/20200525093159_enyolxbv.jpg,https://easyjeju.net/data/cheditor4/2005/20200525093213_imhlcqcy.jpg,https://easyjeju.net/data/cheditor4/2005/20200525093230_fsostque.jpg,https://easyjeju.net/data/cheditor4/2005/20200525093236_lnszoxwm.jpg",https://easyjeju.net/data/cheditor4/2005/20200525093150_wpldcuoo.jpg,33.41983247,126.2745037,"도움필요 (상),경사로 (상),주차장,장애인 전용 주차구역,장애인 화장실",tour,도움필요 (상),경사로 (상),주차장,장애인 전용 주차구역,장애인 화장실,,,,,,,,,,,,0,0,0,1,1,1,3,중,한림민속오일시장
941,"- 20년도 조사된 접근성 정보입니다.
- 장애인 전용 주차장, 장애인 화장실 있습니다.
- 관람로 요철마감 구간 있습니다.
- 비행장으로 가는 보행로가 포장되어있지 않아 휠체어 이용자는 이동시 주의가 필요합니다.",제주특별자치도 서귀포시 대정읍 상모리 1670,무료,,"https://easyjeju.net/data/cheditor4/2005/20200525094700_wolkqndb.jpg,https://easyjeju.net/data/cheditor4/2005/20200525094708_mocnkfdm.jpg,https://easyjeju.net/data/cheditor4/2005/20200525094715_gqaeegmt.jpg,https://easyjeju.net/data/cheditor4/2005/20200525094717_yixbqnwk.jpg,https://easyjeju.net/data/cheditor4/2005/20200525094738_uccadgeg.jpg,https://easyjeju.net/data/cheditor4/2005/20200525094802_herqckpq.jpg",https://easyjeju.net/data/cheditor4/2005/20200525094700_wolkqndb.jpg,33.20445078,126.2726436,"도움필요 (하),경사로 (하),주차장,장애인 전용 주차구역,장애인 화장실",tour,도움필요 (하),경사로 (하),주차장,장애인 전용 주차구역,장애인 화장실,,,,,,,,,,,,2,0.666667,0,1,1,1,3.666667,상,알뜨르비행장
939,"- 20.05.09 조사된 접근성 정보입니다.
- 장애인 전용 주차구역이 있습니다.
- 내부 주 출입구 단차(2cm 이하) 있습니다.
- 장애인 화장실 표기는 있으나, 일반 화장실과 동일합니다.
- 산책로 단차 및 요철 마감 구간 있습니다.",제주특별자치도 서귀포시 안덕면 산록남로762번길 113,064-794-0611,"외부개방시간:하절기(5월~9월):08:00~19:00/동절기(하절기 외):09:00~18:00
내부개방시간:평일, 휴일:09:00~17:00/토요일:09:00~13:00/주일:13:00~17:00","https://easyjeju.net/data/cheditor4/2005/20200525094951_eeyglzew.jpg,https://easyjeju.net/data/cheditor4/2005/20200525095009_whfdcaov.jpg,https://easyjeju.net/data/cheditor4/2005/20200525095038_duvaztma.jpg,https://easyjeju.net/data/cheditor4/2005/20200525095041_xcqcsnvt.jpg,https://easyjeju.net/data/cheditor4/2005/20200525095044_usxapwys.jpg,https://easyjeju.net/data/cheditor4/2005/20200525095226_axmvxwxb.jpg",https://easyjeju.net/data/cheditor4/2005/20200525094951_eeyglzew.jpg,33.30512472,126.3877879,"도움필요 (하),경사로 (하),단차 (하),주차장,장애인 전용 주차구역,장애인 화장실",tour,도움필요 (하),경사로 (하),단차 (하),주차장,장애인 전용 주차구역,장애인 화장실,,,,,,,,,,,2,0.666667,0,1,1,1,3.666667,상,방주교회
930,"- 23.10.01. 조사된 접근성  정보입니다. 이후 접근성 정보가 변동 되었을 수 있습니다.
- 장애인 전용 주차구역 없으며, 주차 선 없는 주차장있습니다.
- 주차장 바닥 요철 마감입니다.
- 주 출입구 접근로 바닥 요철 마감입니다.
- 내부 관람로 요철 구간 및 5도 내외 경사 있으며, 출구 부근 7도 경사 있습니다.
- 외부 관람로 바닥 요철 마감이며, 경사 구간 있습니다.
- 장애인 화장실 없습니다.
- 카페 내 화장실 있습니다.
",제주특별자치도 서귀포시 표선면 번영로 2350-104,064-742-8181,09:30-18:00,"https://easyjeju.net/data/cheditor4/2005/20200525095736_cbixmegl.jpg,https://easyjeju.net/data/cheditor4/2005/20200525095801_cgqzaxul.jpg,https://easyjeju.net/data/cheditor4/2005/20200525095823_azbvszfi.jpg,https://easyjeju.net/data/cheditor4/2005/20200525095858_atxxzgkz.jpg,https://easyjeju.net/data/cheditor4/2005/20200525095918_ceazxfhw.jpg,https://easyjeju.net/data/cheditor4/2005/20200525095926_oedftlrh.jpg",https://easyjeju.net/data/cheditor4/2005/20200525095736_cbixmegl.jpg,33.41349564,126.7524948,"도움필요 (중),경사로 (중),주차장,테이블 비치",tour,도움필요 (중),경사로 (중),주차장,테이블 비치,,,,,,,,,,,,,1,0.333333,0,0,0,0,0.333333,하,보롬왓
929,"- 23.09.20. 조사된 접근성 정보입니다. 이후 접근성 정보가 변동 되었을 수 있습니다.
- 장애인 전용 주차구역 없으며, 주차선 없는 주차 공간 있습니다.
- 주차장~나무데크 단차 8cm 있습니다.
- 주 출입구 5도 이상 경사로 있으며, 조수간만차에 따라 변동있습니다.
- 식당 건물 있으며, 입식 테이블 있습니다.
- 장애인 화장실 없습니다.",제주특별자치도 제주시 조천읍 조함해안로 247-2,064-783-8855,,"https://easyjeju.net/data/cheditor4/2005/20200525100036_dxpeetne.jpg,https://easyjeju.net/data/cheditor4/2005/20200525100043_qshlaceh.jpg,https://easyjeju.net/data/cheditor4/2005/20200525100050_nnnssgcg.jpg,https://easyjeju.net/data/cheditor4/2005/20200525100128_lqwyikdc.jpg,https://easyjeju.net/data/cheditor4/2005/20200525100154_kuylwigh.jpg,https://easyjeju.net/data/cheditor4/2005/20200525100217_xeiytilc.jpg",https://easyjeju.net/data/cheditor4/2005/20200525100036_dxpeetne.jpg,33.55126326,126.6469431,"도움필요 (중),경사로 (하),단차 (중),주차장,매표소 접근 가능,테이블 비치",tour,도움필요 (중),경사로 (하),단차 (중),주차장,매표소 접근 가능,테이블 비치,,,,,,,,,,,1,0.333333,0,0,0,0,0.333333,하,신흥바다낚시공원
928,"- 22.02.24 조사된 접근성 정보입니다.
- 장애인 전용 주차구역 없습니다. 
- 외부 관람로 일부 구간 바닥 요철마감 및 경사(약 4도~7도)있습니다.
- 아홉굿의자마을 외부에 장애인 화장실 있습니다.
- 체험 프로그램 예약 필요합니다.",제주특별자치도 제주시 한경면 낙수로 97,064-773-1946,,"https://easyjeju.net/data/cheditor4/2005/20200525100320_olgvauvm.jpg,https://easyjeju.net/data/cheditor4/2005/20200525100325_nvagckuw.jpg,https://easyjeju.net/data/cheditor4/2005/20200525100346_qztavwwn.jpg,https://easyjeju.net/data/cheditor4/2005/20200525100352_ezpdurhf.jpg,https://easyjeju.net/data/cheditor4/2005/20200525100412_nvvqauea.jpg",https://easyjeju.net/data/cheditor4/2005/20200525100320_olgvauvm.jpg,33.32790274,126.226255,"도움필요 (중),경사로 (중),주차장,장애인 화장실,승강기",tour,도움필요 (중),경사로 (중),주차장,장애인 화장실,승강기,,,,,,,,,,,,1,0.333333,1,1,0,0,2.333333,중,낙천리 아홉굿의자마을
927,"- 22.09.30. 조사된 접근성 정보입니다. 이후 접근성 정보가 변동 되었을 수 있습니다.
- 장애인 주차구역이 설치되어 있으며, 표시가 희미하고 입식 표시판 없습니다.
- 주 출입구 오픈형 문 형태입니다.
- 나무데크 산책로 경사 최대 10도 있습니다.
- 마을 길 보차 구분 없습니다.
- 장애인 화장실 없습니다.",제주특별자치도 제주시 한림읍 월령안길 24 (해당 주소지 부근에 주차장이 있음),,,"https://easyjeju.net/data/cheditor4/2005/20200525100546_lrnhuvlx.jpg,https://easyjeju.net/data/cheditor4/2005/20200525100603_quxfeufk.jpg,https://easyjeju.net/data/cheditor4/2005/20200525100632_prwcuxlf.jpg,https://easyjeju.net/data/cheditor4/2005/20200525100718_mspynqiv.jpg,https://easyjeju.net/data/cheditor4/2005/20200525100754_zffqlgrq.jpg,https://easyjeju.net/data/cheditor4/2005/20200525100804_yqmymudh.jpg",https://easyjeju.net/data/cheditor4/2005/20200525100546_lrnhuvlx.jpg,33.37650229,126.214182,"도움필요 (상),경사로 (상),주차장,장애인 전용 주차구역",tour,도움필요 (상),경사로 (상),주차장,장애인 전용 주차구역,,,,,,,,,,,,,0,0,0,0,1,1,2,중,월령선인장군락지
926,"- 22.09.22. 조사된 접근성 정보입니다. 이후 접근성 정보가 변경 되었을 수 있습니다.
- 장애인 전용 주차구역 있습니다.
- 외부 관람로 경사 최대 9.8도 있으며, 동쪽 관람로 끝 부근 계단 단차 있습니다. (우회 가능합니다.)
- 장애인 화장실 없습니다.",제주 제주시 한경면 신창리 1322-1,,,"https://easyjeju.net/data/cheditor4/2005/20200525100926_cvekulkg.jpg,https://easyjeju.net/data/cheditor4/2005/20200525100933_ulmqwbyb.jpg,https://easyjeju.net/data/cheditor4/2005/20200525100947_yqsrwnky.jpg,https://easyjeju.net/data/cheditor4/2005/20200525101005_glluduca.jpg",https://easyjeju.net/data/cheditor4/2005/20200525100926_cvekulkg.jpg,33.3434285,126.1739085,"도움필요 (상),경사로 (상),주차장,장애인 전용 주차구역,장애인 화장실,테이블 비치,안내견 출입 가능",tour,도움필요 (상),경사로 (상),주차장,장애인 전용 주차구역,장애인 화장실,테이블 비치,안내견 출입 가능,,,,,,,,,,0,0,0,1,1,1,3,중,싱계물공원
924,"- 23.01.05. 조사된 접근성 정보입니다. 이후 접근성 정보가 변동 되었을 수 있습니다.
- 장애인 전용 주차구역 없습니다.
- 외부 관람로 바닥 요철 마감 구간 다수 있으며, 최대 10도 경사 있습니다.
- 카페, 기념품숍 있습니다.
- 장애인 화장실 없습니다.",제주특별자치도 제주시 한림읍 산록남로 53 성이시돌피정의집,,,"https://easyjeju.net/data/cheditor4/2005/20200525101131_qqvigplb.jpg,https://easyjeju.net/data/cheditor4/2005/20200525101150_idssyvue.jpg,https://easyjeju.net/data/cheditor4/2005/20200525101204_egbvyyil.jpg,https://easyjeju.net/data/cheditor4/2005/20200525101224_dcyqzayh.jpg",https://easyjeju.net/data/cheditor4/2005/20200525101131_qqvigplb.jpg,33.34598029,126.3218677,"도움필요 (상),경사로 (상),주차장,테이블 비치",tour,도움필요 (상),경사로 (상),주차장,테이블 비치,,,,,,,,,,,,,0,0,0,0,0,0,0,하,성이시돌목장
923,"- 20년도 조사된 정보입니다.
- 학교 근처 관람로 바닥 요철(보도블럭)마감, 운동장 근처 관람로 바닥 요철(야자매트,자연석,모래 등)마감입니다.
- 학교 후문 출입구에 단차(계단)있습니다.
- 후문 주차장은 장애인 전용 주차구역 2대 외에 주차 공간 넓으나, 정문 주차장은 장애인 전용 주차구역 2대 있습니다.
- 화장실은 더럭분교에서 약 200m 떨어진 하가못 근처 장애인 화장실 이용 가능합니다.
- 후문으로 접근 시 계단임으로 휠체어 사용자의 경우 정문으로 접근하여야 합니다.",제주특별자치도 제주시 애월읍 하가로 195 더럭초등학교,064-799-7200,평일 18시 이후 방문 가능,"https://easyjeju.net/data/cheditor4/2005/20200525101350_cdvxsuti.jpg,https://easyjeju.net/data/cheditor4/2005/20200525101359_clbebbph.jpg,https://easyjeju.net/data/cheditor4/2005/20200525101405_zdmyvtgv.jpg,https://easyjeju.net/data/cheditor4/2005/20200525101410_tefzyhlr.jpg",https://easyjeju.net/data/cheditor4/2005/20200525101350_cdvxsuti.jpg,33.45359494,126.3451713,"도움필요 (상),단차 (상),주차장,장애인 전용 주차구역",tour,도움필요 (상),단차 (상),주차장,장애인 전용 주차구역,,,,,,,,,,,,,0,0,0,0,1,1,2,중,더럭분교
770,"- 23.10.01. 조사된 접근성 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 장애인 전용 주차장 있습니다.
- 내부 관람로 단차 없고 유효 폭 적정하며, 경사로 설치되어 있습니다.
- 층간 이동 장애인 리프트, 승강기 이용 가능합니다.
- 외부 관람로 단차 없습니다.
- 장애인 화장실 1층 메인 화장실에 설치되어 있습니다.
- 수유실 1층 메인 화장실 옆으로 있습니다.
- 주 출입구에 점자촉지도 설치되어 있으며, 홈페이지를 통해 수어 해설영상 볼 수 있습니다.",제주특별자치도 서귀포시 안덕면 녹차분재로 218 제주항공우주박물관,064-800-2000,09:00~18:00(입장마감:17:00),"https://easyjeju.net/data/cheditor4/2306/20230613142257_giwkhcwc.jpg,https://easyjeju.net/data/cheditor4/2306/20230613142324_lxxmkubg.jpg,https://easyjeju.net../../data/member/523af537946b79c4f8369ed39ba78605/admin.jpg",https://easyjeju.net/data/cheditor4/2306/20230613142257_giwkhcwc.jpg,33.3042074,126.2996615,"단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,장애인 리프트,안내데스크,테이블 비치,보장구 대여,유아차 대여,수유실,수어안내해설,안내견 출입 가능,점자블록,점자안내판(점자촉지도)",tour,단독접근가능,주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,장애인 리프트,안내데스크,테이블 비치,보장구 대여,유아차 대여,수유실,수어안내해설,안내견 출입 가능,점자블록,점자안내판(점자촉지도),3,1,1,1,1,1,5,상,제주항공우주박물관
769,"- 20.05.03 조사된 접근성 정보입니다.
- 주 출입구 접근로 계단 단차 있습니다.
 (장애인 전용 주차구역 뒤편으로 경사로 설치되어있습니다.)",제주특별자치도 서귀포시 안덕면 평화로319번길 31-11,064-792-1233,10:00~18:00,"https://easyjeju.net/data/cheditor4/2306/20230613143709_blodzoyb.jpg,https://easyjeju.net/data/cheditor4/2306/20230613143724_rhrpowos.jpg",https://easyjeju.net/data/cheditor4/2306/20230613143709_blodzoyb.jpg,33.27624821,126.3050805,"주차장,장애인 전용 주차구역,장애인 화장실,보장구 대여,유아차 대여",tour,주차장,장애인 전용 주차구역,장애인 화장실,보장구 대여,유아차 대여,,,,,,,,,,,,0,0,0,1,1,1,3,중,점보빌리지
768,"- 20.09.15. 조사된 접근성 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 장애인 전용 주차구역 설치되어 있습니다.
- 내부 관람로 천체관측실 접근로 계단 단차 있으며, 휠체어 관람석 없습니다.
- 장애인 화장실 있습니다.
- 휠체어, 유아차 대여 가능합니다.
- 수유실 있습니다.

※ 천체관측실 접근로 계단 단차로 '도움필요 상' 이며 그 외 '단독접근가능' 입니다.",제주특별자치도 제주시 선돌목동길 60 별빛누리공원,064-728-8900,14:00~22:00,https://easyjeju.net/data/cheditor4/2411/20241112143713_bkeyiwyg.jpg,https://easyjeju.net/data/cheditor4/2411/20241112143713_bkeyiwyg.jpg,33.44457606,126.5491861,"도움필요 (상),단차 (상),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,보장구 대여,유아차 대여,수유실,안내견 출입 가능,점자블록",tour,도움필요 (상),단차 (상),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,보장구 대여,유아차 대여,수유실,안내견 출입 가능,점자블록,,,,,,0,0,0,1,1,1,3,중,별빛누리공원
767,"- 23.09.20. 조사된 접근성 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 장애인 전용 주차구역 설치되어 있습니다.
- 주 출입구 접근로 일부 구간 약 5.8도 경사가 있습니다.
- 상설전시실 경사 0~5도 구간 있으며, 상설전시실 끝부분 14도 짧은 경사로 있습니다.
- '화산이낳은땅 제주' 돔형태 영상관람실 단차 7cm입니다. 이후 다음 관람로 계단으로 되어 있어서 되돌아 나와야합니다.
- 장애인 화장실 승강기 부근에 남녀 구분되어 단독으로 설치되어 있습니다.
- 승강기 있습니다.
- 수유실 있습니다.
- 휠체어, 유아차 대여 가능합니다.",제주특별자치도 제주시 조천읍 선교로 569-36 제주세계자연유산센터,064-710-8980,09:00~18:00,"https://easyjeju.net/data/cheditor4/2405/20240513152401_kfefxqfo.jpg,https://easyjeju.net/data/cheditor4/2405/20240513152504_oxcuyzpz.jpg",https://easyjeju.net/data/cheditor4/2405/20240513152401_kfefxqfo.jpg,33.45691987,126.7147521,"도움필요 (상),경사로 (상),단차 (상),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,보장구 대여,유아차 대여,아기의자,수유실,수어안내해설,안내견 출입 가능,점자블록,점자안내판(점자촉지도)",tour,도움필요 (상),경사로 (상),단차 (상),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,보장구 대여,유아차 대여,아기의자,수유실,수어안내해설,안내견 출입 가능,점자블록,점자안내판(점자촉지도),0,0,1,1,1,1,4,상,제주세계자연유산센터
766,"- 22.09.19 조사된 접근성 정보입니다.
- 장애인 주차구역 설치되어 있습니다.
- 주차장-삼양선사유적 접근로 최대 10도의 경사 있습니다.
- 전시관 출입구 경사로 6~7도 있습니다.
- 주차장 부근, 실내 전시관에 장애인 화장실 설치되어 있습니다.
- 주차장 화장실 건물에 수유실 설치되어 있습니다.
- 휠체어 대여 가능합니다.

※ 접근로 경사 및 건물 주 출입구 경사로 '도움필요 상' 이며 그 외 관람로 '단독접근가능' 입니다.",제주특별자치도 제주시 선사로2길 13 제주 삼양동 유적,064-710-6806,09:00~18:00,"https://easyjeju.net/data/cheditor4/2306/20230614104943_erbmuddx.jpg,https://easyjeju.net/data/cheditor4/2306/20230614105007_mumshqia.jpg",https://easyjeju.net/data/cheditor4/2306/20230614104943_erbmuddx.jpg,33.52350458,126.5879995,"단독접근가능,도움필요 (상),경사로 (상),주차장,장애인 전용 주차구역,장애인 화장실,안내데스크,보장구 대여,아기의자,수유실,전동휠체어 급속충전기,점자블록",tour,단독접근가능,도움필요 (상),경사로 (상),주차장,장애인 전용 주차구역,장애인 화장실,안내데스크,보장구 대여,아기의자,수유실,전동휠체어 급속충전기,점자블록,,,,,3,1,0,1,1,1,4,상,제주삼양동유적
764,"- 2023. 04. 26. 조사된 접근성 정보입니다. 이후 접근성 정보가 변동되었을 수 있습니다.
- 장애인 전용 주차구역 16대 있습니다.
- 아쿠아 플레이 존 출입구 경사로 12도 있으며, 내부 관람로 경사 최대 7도 구간 있습니다.
- 외부 관람로 최대 12도 경사 있습니다.
- 장애인 화장실 설치되어 있습니다.
- 수유실 설치되어 있습니다.
- 보장구 대여 가능합니다.
- 전동 휠체어 급속 충전기 설치되어 있습니다.",제주특별자치도 서귀포시 성산읍 섭지코지로 95 Aqua Planet Jeju,064-780-0900,09:30~19:00(입장마감:18:30),"https://easyjeju.net/data/cheditor4/2306/20230614155413_ngptfiba.jpg,https://easyjeju.net/data/cheditor4/2306/20230614155434_mzlppikr.jpg,https://easyjeju.net/data/cheditor4/2306/20230614155453_ftcrgiec.jpg",https://easyjeju.net/data/cheditor4/2306/20230614155413_ngptfiba.jpg,33.43297686,126.9277955,"도움필요 (상),경사로 (상),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,장애인 리프트,안내데스크,테이블 비치,장애인 관람석,보장구 대여,수유실,전동휠체어 급속충전기,안내견 출입 가능,점자블록",tour,도움필요 (상),경사로 (상),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,장애인 리프트,안내데스크,테이블 비치,장애인 관람석,보장구 대여,수유실,전동휠체어 급속충전기,안내견 출입 가능,점자블록,0,0,1,1,1,1,4,상,아쿠아플라넷 제주
761,"- 23.06.01 조시된 접근성 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 장애인 주차구역이 설치되어 있으며, 바닥 잔디블럭 마감입니다.
- 주차장과 주 출입구 까지 거리가 다소 있으며, 경사가 있습니다.
- 제 1전시실 최대 경사 7.3도, 제 2전시실 최대 경사 4.7도 있습니다.
- 승강기 있습니다.
- 장애인화장실은 지하1층 여자 장애인화장실, 지상1층에 남자 장애인 화장실이 단독 설치되어 있습니다.
- 지상1층의 화장실은 세면대 설치로 측면공간 협소합니다.
- 수유실이 설치되어 있으나, 수유공간 분리 안되어 있습니다.
- 보장구 대여 가능합니다.
- 급속 충전기 있습니다.",제주특별자치도 서귀포시 중문관광로 227-24 제주국제평화센터,064-735-6550,"동절기:09:00~18:00(입장마감:17:30)
하절기:09:00~17:00(입장마감:16:30)","https://easyjeju.net/data/cheditor4/2306/20230605141612_gxhizpop.jpg,https://easyjeju.net/data/cheditor4/2306/20230605141614_tmrqklcw.jpg,https://easyjeju.net/data/cheditor4/2306/20230605141615_ydzopyff.jpg",https://easyjeju.net/data/cheditor4/2306/20230605141612_gxhizpop.jpg,33.24438838,126.4220223,"도움필요 (중),경사로 (중),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,보장구 대여,유아차 대여,수유실,전동휠체어 급속충전기,수어안내해설,점자블록",tour,도움필요 (중),경사로 (중),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,보장구 대여,유아차 대여,수유실,전동휠체어 급속충전기,수어안내해설,점자블록,,,,1,0.333333,1,1,1,1,4.333333,상,제주국제평화센터
759,"- 아리리오 탑동시네마는 별도의 주차장이 없습니다.
- 주 출입구는 회전문과 여닫이 문으로 되어 있습니다.
- 장애인 화장실 남자 2층, 여자 3층 있습니다.
- 자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 탑동로 14,064-720-8201,10:00~19:00,"https://easyjeju.net/data/cheditor4/2306/20230619095710_eagyxnps.jpg,https://easyjeju.net/data/cheditor4/2306/20230619095734_wiscidbk.jpg",https://easyjeju.net/data/cheditor4/2306/20230619095710_eagyxnps.jpg,33.51742062,126.5233925,"단독접근가능,매표소 접근 가능,장애인 화장실,승강기,테이블 비치",tour,단독접근가능,매표소 접근 가능,장애인 화장실,승강기,테이블 비치,,,,,,,,,,,,3,1,1,1,0,0,3,중,아라리오뮤지엄 탑동시네마
757,"- 장애인 전용 주차구역이 설치되어 있습니다.
- 주차장에서 주출입구까지 단차없이 접근 가능합니다.
- 주출입구에 경사로(약 7도)가 설치되어 있습니다.
- 주출입문은 여닫이문입니다.
- 매표소에 하부공간이 없습니다.
- 내부관람로에 경사로(약 4도)가 설치되어 있습니다.
- 외부관람로 일부구간에 단차가 있습니다.
- 1층에 장애인 화장실이 설치되어 있습니다.
- 화장실 출입문은 자동문입니다.
- 대변기에 수평 및 수직손잡이가 설치되어 있습니다.
- 승강기가 설치되어 있습니다.",제주특별자치도 서귀포시 안덕면 일주서로 1611 건강과성박물관,064-792-5700,"* 봄 (2월 ~ 4월) - 09:00 ~ 19:00
* 여름 (5월 ~ 8월) - 09:00 ~ 20:00
* 가을 (9월 ~ 11월) - 09:00 ~ 19:00
* 겨울 (12월 ~ 1월) - 09:00 ~ 18:00","https://easyjeju.net/data/cheditor4/2306/20230619104533_qlqbnfqd.jpg,https://easyjeju.net/data/cheditor4/2306/20230619104551_houaqwpi.jpg",https://easyjeju.net/data/cheditor4/2306/20230619104533_qlqbnfqd.jpg,33.25484697,126.3465837,"도움필요 (하),경사로 (하),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,보장구 대여,유아차 대여",tour,도움필요 (하),경사로 (하),주차장,장애인 전용 주차구역,매표소 접근 가능,장애인 화장실,승강기,보장구 대여,유아차 대여,,,,,,,,2,0.666667,1,1,1,1,4.666667,상,건강과성박물관
